type,basisofrecord,year,highergeography,continent,islandgroup,island,country,decimallatitude,decimallongitude,geodeticdatum,genus,specificepithet,infraspecificepithet,col
PhysicalObject,PreservedSpecimen,1972,North America; United States; Puerto Rico,North America,,,Puerto Rico,18.3333,-66.83333,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1972,North America; United States; Puerto Rico,North America,,,Puerto Rico,18.3333,-65.6666,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1971,North America; United States; US Virgin Islands,North America,,,Puerto Rico,18.3333,-64.883333,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1972,"West Indies, United States, Puerto Rico, Rio Grande, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.33382,-65.79211,North American Datum 1927,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Greater Antilles, Culebra",West Indies,Greater Antilles,Culebra,Puerto Rico,18.33468333,-65.328,World Geodetic System 1972,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1979,| Puerto Rico | - | - |  |  |  |,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.3381,-65.7636,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1967,North America | Puerto Rico | Rinc??n |  |  | Caribbean Sea | Greater Antilles | Puerto Rico,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.34,-67.25,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1972,"West Indies, United States, Virgin Islands of the United States, Saint Thomas, Greater Antilles, Saint Thomas",West Indies,Greater Antilles,Saint Thomas,Puerto Rico,18.34056,-64.88667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1982,Caribbean; USA; Puerto Rico; Puerto Rico Id.,Caribbean,,Puerto Rico Id.,Puerto Rico,18.3408,-65.8261,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1978,"Puerto Rico, Isla de Culebra",North America,,,Puerto Rico,18.34153,-65.25653,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2002,"West Indies, United States, Puerto Rico, Florida, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.34552778,-66.57191667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2015,"West Indies, United States, Puerto Rico, Rincon, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.35046,-67.26315,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1972,"West Indies, United States, Virgin Islands of the United States, Saint Thomas, Greater Antilles, Saint Thomas",West Indies,Greater Antilles,Saint Thomas,Puerto Rico,18.35111,-64.95472,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Fajardo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.35168333,-65.64175,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Guaynabo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.35531667,-66.11578333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1957,,North America,,,Puerto Rico,18.3576,-64.9609,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.3594969,-66.6045402,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Fajardo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.36198333,-65.52973333,World Geodetic System 1972,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1992,"United States, Puerto Rico, Humacao",,,,Puerto Rico,18.3722,-65.7706,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Toa Alta, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.37395,-66.28403333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1968,"West Indies, United States, Puerto Rico, Quebradillas, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.37567,-66.87533,North American Datum 1927,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1968,"West Indies, United States, Puerto Rico, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.37717,-65.75508,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2006,"West Indies, United States, Puerto Rico, San Sebastian, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.3789,-66.92876667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1950,North America | Puerto Rico | Aguada |  |  | Caribbean Sea | Greater Antilles | Puerto Rico,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.38,-67.18,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1932,"West Indies, United States, Puerto Rico, San Juan, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.38043,-66.00508,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.3805791,-66.5824732,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1961,Puerto Rico,North America,,,Puerto Rico,18.3828727,-65.6199646,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1962,| Puerto Rico | - | - |  |  |  |,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.3864,-65.5885,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1963,Puerto Rico,North America,,,Puerto Rico,18.387363,-65.728612,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Aguadilla, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.3994,-67.15966667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1972,"West Indies, United States, Puerto Rico, San Juan, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.3994,-66.0503,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1963,| Puerto Rico | - | - |  |  |  |,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.3994007,-66.0503006,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,FossilSpecimen,1969,Central America: United States: Puerto Rico: Mayag??ez Municipality: Greater Antilles: Desecheo Island,Central America,Greater Antilles,Desecheo Island,Puerto Rico,18.4,-67.55,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, San Juan, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.4,-66.05,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1899,"United States, Puerto Rico, Bayamon",,,,Puerto Rico,18.4006,-66.1561,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,,| Puerto Rico | - | - |  |  |  |,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.403,-66.05,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1972,"West Indies, United States, Puerto Rico, San Juan, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.405,-66.0446667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Isabela, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.40998333,-66.96606667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Arecibo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.41,-66.73,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1964,Puerto Rico,North America,,,Puerto Rico,18.4114189,-67.1646595,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1977,Caribbean; USA; Puerto Rico; Puerto Rico Id.,Caribbean,,Puerto Rico Id.,Puerto Rico,18.41261389,-66.09576667,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2006,"West Indies, United States, Puerto Rico, Isabela, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.41303333,-66.96575,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Isabela, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.41316667,-66.96623333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2000,"West Indies, United States, Puerto Rico, Vega Alta, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.41431667,-66.33575,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2007,"West Indies, United States, Puerto Rico, Vega Alta, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.41496667,-66.33621667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.4185,-66.9655,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Isabela, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.42,-66.97,unknown,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.4297975,-66.8906885,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1961,Puerto Rico,North America,,,Puerto Rico,18.4333,-65.9655631,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1962,Puerto Rico,North America,,,Puerto Rico,18.4333,-65.9198618,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1962,| Puerto Rico | - | - |  |  |  |,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.439809,-66.000625,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2007,"West Indies, United States, Puerto Rico, Arecibo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.44208333,-66.66283333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2000,"West Indies, United States, Puerto Rico, Carolina, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.44248333,-65.95688333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1977,Puerto Rico,North America,,,Puerto Rico,18.4440314,-66.3992643,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2000,"West Indies, United States, Puerto Rico, Arecibo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.44686667,-66.592,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, San Juan, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.45561,-66.069446,not recorded,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Manati, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.45986667,-66.46953333,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1966,Greater Antilles | USA | Puerto Rico |  |  |  |  |,North America,,,Puerto Rico,18.4608,-66.2681,NAD83,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1963,Puerto Rico,North America,,,Puerto Rico,18.4643042,-66.3052368,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1968,"West Indies, United States, Puerto Rico, Manati, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.4644,-66.4886,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1950,Caribbean; USA; Puerto Rico; Puerto Rico Id.,Caribbean,,Puerto Rico Id.,Puerto Rico,18.4653,-66.0856,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1963,Puerto Rico,North America,,,Puerto Rico,18.4655696,-66.3541496,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1899,"United States, Puerto Rico, San Juan",,,,Puerto Rico,18.4683,-66.1061,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1992,"United States, Puerto Rico, Arecibo",,,,Puerto Rico,18.4744,-66.7161,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.4748878,-66.9595583,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
PhysicalObject,PreservedSpecimen,1963,Puerto Rico,North America,,,Puerto Rico,18.4834,-66.5826,WGS84,Anolis,cristatellus,cristatellus,#72b8ff
Event,Occurrence,1983,"North America, United States, Puerto Rico, Isabela Municipality",North America,,,Puerto Rico,18.497542,-67.084816,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Isabela, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.5084,-67.0277,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Isabela, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.51315,-67.05836667,World Geodetic System 1984,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1940,Caribbean; USA; Virgin Ids.; Saint John Id.,Caribbean,Virgin Ids.,Saint John Id.,USVI,17.72664722,-64.73729444,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1967,Caribbean; USA; Virgin Ids.; Saint John Id.,Caribbean,Virgin Ids.,Saint John Id.,USVI,18.31648333,-64.71534722,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1967,Caribbean; USA; Virgin Ids.; Saint John Id.,Caribbean,Virgin Ids.,Saint John Id.,USVI,18.32161944,-64.72613056,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,1879,Caribbean; USA; Virgin Ids.; Saint Thomas Id.,Caribbean,Virgin Ids.,Saint Thomas Id.,USVI,18.33742222,-64.94323889,WGS84,Anolis,cristatellus,,#72b8ff
PhysicalObject,PreservedSpecimen,2009,"West Indies, United States, Puerto Rico, Maunabo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.02643333,-65.9137,World Geodetic System 1984,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,1950,North America | Puerto Rico | San Germ?ín |  |  | Caribbean Sea | Greater Antilles | Puerto Rico,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.08,-67.04,WGS84,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.1185,-66.7574,WGS84,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Ponce, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.12048333,-66.6553,World Geodetic System 1984,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,1919,Caribbean; USA; Puerto Rico; Puerto Rico Id.,Caribbean,,Puerto Rico Id.,Puerto Rico,18.1419,-66.2664,WGS84,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.21,-66.57,unknown,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2006,"West Indies, United States, Puerto Rico, Lares, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.24073333,-66.8666,World Geodetic System 1984,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, San Juan, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.29865,-65.88925,World Geodetic System 1984,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2008,"West Indies, United States, Puerto Rico, Lares, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.30113333,-66.87188333,World Geodetic System 1984,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2008,"West Indies, United States, Puerto Rico, San Sebastian, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.30943333,-66.92706667,World Geodetic System 1984,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,1978,"Puerto Rico, Humacao",North America,,,Puerto Rico,18.3125,-65.79167,WGS84,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,1969,North America | Puerto Rico |  |  |  | Caribbean Sea | Greater Antilles | Puerto Rico,North America,Greater Antilles,,Puerto Rico,18.32,-65.81,WGS84,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2011,"West Indies, United States, Puerto Rico, Arecibo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.33033333,-66.70673333,World Geodetic System 1984,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,1964,| Puerto Rico | - | - |  |  |  |,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.3408327,-65.826107,WGS84,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,1972,| Puerto Rico | - | - |  |  |  |,North America,Greater Antilles,Puerto Rico,Puerto Rico,18.3412,-65.8245,WGS84,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2007,"West Indies, United States, Puerto Rico, Florida, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.3448,-66.571,World Geodetic System 1984,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,1965,Puerto Rico,North America,,,Puerto Rico,18.3493061,-66.5842279,WGS84,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2007,"West Indies, United States, Puerto Rico, Florida, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.39205,-66.54498333,World Geodetic System 1984,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2008,"West Indies, United States, Puerto Rico, Isabela, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.41326667,-66.96636667,World Geodetic System 1984,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2001,"West Indies, United States, Puerto Rico, Arecibo, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.41406667,-66.7296,unknown,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,2007,"West Indies, United States, Puerto Rico, Barceloneta, Greater Antilles",West Indies,Greater Antilles,,Puerto Rico,18.42418333,-66.53863333,World Geodetic System 1984,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,1982,,,,,Puerto Rico,18.446,-66.594,WGS84,Anolis,cuvieri,,#ec0023
PhysicalObject,PreservedSpecimen,1995,NORTH AMERICA | DOMINICAN REPUBLIC | PEDERNALES |  |  |  |  |,North America,Greater Antilles,Hispaniola,Hispanola,17.74,-71.39,NAD27,Anolis,cybotes,,#f4ff97
PhysicalObject,PreservedSpecimen,1963,"Dominican Republic, Barahona",North America,,,Hispanola,17.96,-71.181,NAD27,Anolis,cybotes,cybotes,#f4ff97
